id,org_id_type,value
35301920,iwt_id,936057
00442414,iwt_id,924052
82015851,iwt_id,1122425
88233099,iwt_id,1399571
50133831,iwt_id,1122396
42515252,iwt_id,1196309
95554301,iwt_id,1393372
65605309,iwt_id,1598010
22188767,iwt_id,1087575
07938705,iwt_id,1289257
19491910,iwt_id,1113101
38993515,iwt_id,1448311
77056905,iwt_id,1195102
08640603,iwt_id,1137423
82987001,iwt_id,1247179
64059784,iwt_id,1180453
48004047,iwt_id,1183815
52817826,iwt_id,1390230
24291587,iwt_id,923350
65806844,iwt_id,769114
84427916,iwt_id,1277944
65795972,iwt_id,1069737
78054837,iwt_id,936095
97436075,iwt_id,1500082
16148601,iwt_id,1076669
77997212,iwt_id,151806
78195631,iwt_id,1350111
81961017,iwt_id,1207547
49094493,iwt_id,1488194
48118544,iwt_id,1122392
05749039,iwt_id,1488125
52476934,iwt_id,1122408
81384110,iwt_id,1122393
00096405,iwt_id,1505973
79430344,iwt_id,1438241
38307123,iwt_id,1076615
02760568,iwt_id,1301829
80209056,iwt_id,1277960
10734747,iwt_id,776681
05045027,iwt_id,923881
84391704,iwt_id,1342932
39905023,iwt_id,1342934
87228946,iwt_id,936060
76051873,iwt_id,566410
47307496,iwt_id,1437666
66131229,iwt_id,1488174
88601481,iwt_id,1438205
89577181,iwt_id,1214150
59520857,iwt_id,1180454
70655151,iwt_id,1122386
40915750,iwt_id,1488156
52356497,iwt_id,1196297
80418115,iwt_id,1076608
87252548,iwt_id,1277948
72370478,iwt_id,1505043
44360523,iwt_id,1180451
88393484,iwt_id,1165483
71751705,iwt_id,1324120
02286725,iwt_id,776251
62083137,iwt_id,776673
06970774,iwt_id,1541111
33375474,iwt_id,1168147
70855640,iwt_id,1180464
03081050,iwt_id,775168
99244520,iwt_id,576097
19105112,iwt_id,1170311
46021589,iwt_id,1210022
47639258,iwt_id,1166133
06618672,iwt_id,775148
55085672,iwt_id,776173
86904473,iwt_id,1122469
35161898,iwt_id,791485
58691639,iwt_id,1598046
14087437,iwt_id,1176467
22756643,iwt_id,1405412
86450941,iwt_id,776678
09479199,iwt_id,776669
17925948,iwt_id,1195125
91690478,iwt_alt_id,923495.0
91387733,iwt_alt_id,532107.0
91545438,iwt_alt_id,566400.0
99244520,iwt_alt_id,576097.0
88818317,pwa_sail_no,POL-111
65431910,pwa_sail_no,F-296
08630352,pwa_sail_no,E-95
77123411,pwa_sail_no,F-585
89544915,pwa_sail_no,E-59
60660097,pwa_sail_no,US-21
75949116,pwa_sail_no,E-19
85238907,pwa_sail_no,NC-21
40333772,pwa_sail_no,F-193
39959772,pwa_sail_no,G-6
14232492,pwa_sail_no,F-85
69486787,pwa_sail_no,F-7
86488736,pwa_sail_no,F-258
05343141,pwa_sail_no,FRA-126
11533440,pwa_sail_no,K-800
70650427,pwa_sail_no,KA-515
53258020,pwa_sail_no,US-1113
23438479,pwa_sail_no,ESP-11
84294557,pwa_sail_no,E-3
59797967,pwa_sail_no,KBA-8
14696554,pwa_sail_no,CHI-34
99126548,pwa_sail_no,GPE-8
39596239,pwa_sail_no,E-242
24143927,pwa_sail_no,G-118
00943962,pwa_sail_no,US-634
98846897,pwa_sail_no,C-16
56073068,pwa_sail_no,F-32
59880995,pwa_sail_no,F-351
10616631,pwa_sail_no,V-711
73601209,pwa_sail_no,NC-26
33101650,pwa_sail_no,E-64
68394565,pwa_sail_no,G-1181
40553326,pwa_sail_no,B-35
16043937,pwa_sail_no,ARG-170
21429674,pwa_sail_no,ISR-421
57016852,pwa_sail_no,G-1309
84909391,pwa_sail_no,ISR-22
75831139,pwa_sail_no,F-3003
78841595,pwa_sail_no,I-676
09412421,pwa_sail_no,CHI-17
43296697,pwa_sail_no,IR-7
32568052,pwa_sail_no,F-47
79326589,pwa_sail_no,A-211
92055953,pwa_sail_no,NC-81
65604938,pwa_sail_no,TF-27
47479266,pwa_sail_no,USA-1
29028936,pwa_sail_no,GRE-73
54413222,pwa_sail_no,E-68
97109359,pwa_sail_no,G-801
28880331,pwa_sail_no,J-811
36284059,pwa_sail_no,J-27
98529653,pwa_sail_no,G-45
75358299,pwa_sail_no,E-63
40005410,pwa_sail_no,E-286
92810008,pwa_sail_no,KA-120
91690478,pwa_sail_no,BR-44
20698722,pwa_sail_no,US-25
98845779,pwa_sail_no,KA-191
50167214,pwa_sail_no,AUS-15
24252232,pwa_sail_no,E-174
24542204,pwa_sail_no,E-173
74443723,pwa_sail_no,E-203
41167500,pwa_sail_no,USA-6
45080257,pwa_sail_no,E-45
28875623,pwa_sail_no,FRA-41
73617197,pwa_sail_no,H-69
68633610,pwa_sail_no,E-229
60173336,pwa_sail_no,G-901
55262123,pwa_sail_no,F-67
75717149,pwa_sail_no,F-541
80444651,pwa_sail_no,POL-1111
27595491,pwa_sail_no,US-33
21152273,pwa_sail_no,US-1112
36344329,pwa_sail_no,JPN-29
06419830,pwa_sail_no,J-812
11528887,pwa_sail_no,US-60
75336472,pwa_sail_no,US-60
55367046,pwa_sail_no,D-38
96168795,pwa_sail_no,F-777
85444550,pwa_sail_no,GPE-1
19616971,pwa_sail_no,G-878
67192487,pwa_sail_no,GRE-734
96160346,pwa_sail_no,GER-6
93861421,pwa_sail_no,G-208
04430726,pwa_sail_no,G-31X
12603400,pwa_sail_no,USA-0
81162273,pwa_sail_no,G-3
97551936,pwa_sail_no,D-82
48846458,pwa_sail_no,G-444
54557823,pwa_sail_no,F-293
36327292,pwa_sail_no,E-247
05067286,pwa_sail_no,F-780
90629022,pwa_sail_no,K-90
78499539,pwa_sail_no,G-001
11717380,pwa_sail_no,E-528
80248386,pwa_sail_no,G-278
23842828,pwa_sail_no,d-2112
60622915,pwa_sail_no,BRA-105
73835587,pwa_sail_no,E-2
03039295,pwa_sail_no,G-209
34017441,pwa_sail_no,FRA-181
92518375,pwa_sail_no,E-959
72623575,pwa_sail_no,G-31
16800894,pwa_sail_no,CZ-66
48192898,pwa_sail_no,H-999
19527264,pwa_sail_no,E-737
91387733,pwa_sail_no,J-134
84125951,pwa_sail_no,G-984
29456469,pwa_sail_no,ITA-140
83915276,pwa_sail_no,NZL-106
79250824,pwa_sail_no,J-62
71293474,pwa_sail_no,E-255
96833598,pwa_sail_no,E-99
69721950,pwa_sail_no,G-1316
44234861,pwa_sail_no,J-375
35176046,pwa_sail_no,HI-101
16568186,pwa_sail_no,G-103
89507006,pwa_sail_no,J-0
65033232,pwa_sail_no,PR-99
05977818,pwa_sail_no,G-141
63057993,pwa_sail_no,G-584
25119414,pwa_sail_no,F-400
19695418,pwa_sail_no,POL-64
72307947,pwa_sail_no,CHI-18
76580663,pwa_sail_no,ARG-0
00042991,pwa_sail_no,NOR-500
99031284,pwa_sail_no,G-1001
73264264,pwa_sail_no,E-33
62073302,pwa_sail_no,GR-264
26885604,pwa_sail_no,SUI-678
75327739,pwa_sail_no,K-303
32235798,pwa_sail_no,G-44
74882415,pwa_sail_no,ITA-275
57884471,pwa_sail_no,FRA-945
90684371,pwa_sail_no,I-157
36524688,pwa_sail_no,D-22
62247017,pwa_sail_no,V-111
13046910,pwa_sail_no,K-89
14165499,pwa_sail_no,US-785
46999676,pwa_sail_no,J-39
94287722,pwa_sail_no,FRA-655
73194811,pwa_sail_no,I-505
50150236,pwa_sail_no,ARG-54
97781237,pwa_sail_no,NC-6
62627001,pwa_sail_no,GBR-71
57947842,pwa_sail_no,ARU-91
87882335,pwa_sail_no,KA-181
63519981,pwa_sail_no,GER-150
66980491,pwa_sail_no,KC-99
28996492,pwa_sail_no,BEL-90
21849409,pwa_sail_no,DEN-134
02655164,pwa_sail_no,B-5
58681692,pwa_sail_no,CZE-222
23112878,pwa_sail_no,G-303
36008738,pwa_sail_no,SUI-686
26963665,pwa_sail_no,ESP-1010
92711180,pwa_sail_no,G-132
61318893,pwa_sail_no,J-3939
80534142,pwa_sail_no,J-171
51286019,pwa_sail_no,J-20
40196289,pwa_sail_no,J-7
45785497,pwa_sail_no,ISR-216
54663624,pwa_sail_no,URU-1
89533256,pwa_sail_no,F-3
89140810,pwa_sail_no,E-510
97846374,pwa_sail_no,D-36
30266580,pwa_sail_no,ARG-94
61959718,pwa_sail_no,ISR-60
65580515,pwa_sail_no,ISR-13
75639112,pwa_sail_no,GPE-44
71848367,pwa_sail_no,TF-7
08520927,pwa_sail_no,GRE-111
42445693,pwa_sail_no,E-42
41152679,pwa_sail_no,RUS-11
53672750,pwa_sail_no,J-8
53217856,pwa_sail_no,J-100
54317252,pwa_sail_no,JPN-136
38098774,pwa_sail_no,G-21
62321991,pwa_sail_no,E-11
43182156,pwa_sail_no,E-334
11257516,pwa_sail_no,GPE-99
